pais_de_origem;razao_social;cnpj;logradouro;cidade;uf;cep;e_mail;cotm;vigencia Mês;Vigência Dia;Vigência Ano
BRASIL;Cargolog -Operadora De Transportes Multimodais S/A;956633000178;Rua General Camara, nº 110/112 - Centro;Santos;SP;11010120;martin@t37.com.br;0165-0206;2;13;2016
BRASIL;Cargo Ship Transportes E Assessoria Ltda;59267138000102;Rua General Câmara, 141, conjunto 22 - Centro;Santos;SP;11010121;FINANCIAL@CARGOSHIP.COM.BR;0988-0519;5;14;2029
BRASIL;CARPO LOGISTICS LTDA;7353607000102;Praça Barão do Rio Branco, nº 14;Santos;SP;11010040;ornellas@carpolog.com.br;0089-0605;7;27;2036
BRASIL;CARPO LOGISTICS LTDA;7353607000102;Praça Barão do Rio Branco, nº 14;Santos;SP;11010040;ADM@CARPOLOG.COM.BR;0089-0605;7;27;2036
BRASIL;Caf Transportes Internacionais Ltda;27096000181;Av. Senador Feijó, 14 - 6º andar - Conj. 62;Santos;SP;11015500;;0157-1205;12;28;2015
BRASIL;Ccis Brasil Ltda;52247381000101;Alameda Armênio Mendes, nº 66 - Andar 21, Conj. 2108 - Aparecida;Santos;SP;11035260;bma.legal@cma-cgm.com;1419-0424;4;22;2034
BRASIL;Custom Brasil Ltda;4309775000102;AV. SÃO FRANCISCO Nº 65 - 9º ANDAR - CENTRO;Santos;SP;11013201;CUSTOMBRASIL@CUSTOMBRASIL.COM;0566-0713;7;17;2023
BRASIL;Contrail Logísitica S.A.;10140658000152;PRAÇA DOS EXPEDICONÁRIOS, Nº 19, CJ. 61, GONZAGA;Santos;SP;11065922;juridico@contrail.com.br;0468-1211;12;22;2021
BRASIL;Conquest - Logística E Consultoria Aduaneira Ltda.;96407705000105;Rua Brás Cubas, nº 9, 5º andar, salas 11 A 14;Santos;SP;11013161;comercial@conquestilogistica.com.br;0129-1005;10;13;2015
BRASIL;Costa Brasil Cabotagem Ltda;7649313000114;PC Antônio Telles, nº 12 sala 13 - Centro;Santos;SP;11013020;alessandro.camargo@cabotagem.com.br;0257-0907;9;28;2017
BRASIL;Costa Brasil Cabotagem Ltda;7649313000114;PC Antônio Telles, nº 12 sala 13 - Centro;Santos;SP;11013020;alessandro.camargo@cabotagem.com.br;0875-1217;12;15;2027
BRASIL;Antonio Alexandre Moreira Galante;9629581000108;RUA BRAZ CUBAS, Nº 3, 3º ANDAR, SALA 19 - CENTRO;Santos;SP;11013918;alexandremgalante@gmail.com;0881-0118;1;29;2028
BRASIL;Agilink Transporte Rodoviário Ltda;24960415000175;Avenida Senador Feijó, 686, Sala 1527 B, 15º andar - Vila Mathias;Santos;SP;11015504;marcelo.benvenuti@takelog.com.br;1300-0922;9;30;2032
BRASIL;Açologis Multimodal Ltda;40272996000109;Rua General Câmara, 20, sala 43 - Centro;Santos;SP;11010123;mara.masiero@acologis.com.br;1152-0321;3;30;2031
BRASIL;Atlântico Norte Logística Ltda;31527624000195;Praça dos Andradas, 12 - 7º andar - Centro;Santos;SP;11010904;juridico@fcnaccounting.com;0985-0519;5;9;2029
BRASIL;As-Road Transportes Ltda;31574231000132;Rua General Câmara, 05 - sala 404 - Centro;Santos;SP;11010902;nathalia.marcal@br-asgroup.com;0976-0419;4;1;2029
BRASIL;Asf Logística Integrada Ltda;5596162000158;RUA VISCONDE DO RIO BRANCO, 02 SALA 91 D - CENTRO;Santos;SP;11013030;martinsassessoria@uol.com.br;1375-0923;9;12;2033
BRASIL;Asia Shipping Terminais E Serviços Ltda;18982709000103;RUA ALEXANDRE HERCULANO Nº 197, 13º ANDAR, SALA 1.305 - BAIRRO - GONZAGA;Santos;SP;11050031;sergio.araujo@br-asgroup.com;0738-0116;1;22;2026
BRASIL;Asia Shipping Transportes Internacionais Ltda;1137526000180;RUA ALEXANDRE HERCULANO Nº 197, 13º ANDAR, SALAS 1301/1304 - GONZAGA;Santos;SP;11050031;nathalia.marcal@br-asgroup.com;1282-0822;8;22;2032
BRASIL;Apl Soluções De Logística Ltda;8783287000185;Av. Senador Feijó, 14 - 10º andar, conjunto 102;Santos;SP;11015500;robson_souto@apl.com;0651-1214;12;23;2024
BRASIL;Apr Logística Internacional Ltda;13227703000107;Rua Itororo, nº 03, conjunto 21 - Centro;Santos;SP;11010071;contato@aprcomex.com.br;0876-1217;12;21;2027
BRASIL;As Truck Transportes Eireli;37028721000110;RUA ALEXANDRE HERCULANO, 197 - CONJ 1306 - GONZAGA - SANTOS/SP - CEP 11050-031;Santos;SP;11050031;guilherme@oikosconsultoria.com.br;1109-0920;9;17;2030
BRASIL;Asa Express Transportes Ltda;60291275000153;Praça da República, nº 87 - 10º andar - conj. 102 - Centro;Santos;SP;11013010;asaexpress@asaexpress.com.br;0222-0107;4;27;2027
BRASIL;Bf Operadora De Transporte Multimodal Ltda;2366950000160;Rua Bittencourt, 141 conjunto 85/86 - Vila Nova;Santos;SP;11013300;buttignon@bfcargo.com.br;0112-0805;8;18;2015
BRASIL;Az Solutio Assessoria Em Comércio Internacional Ltda;8039815000196;Praça da República, nº 87, CJ 65/66 - Centro;Santos;SP;11013010;walter.gomes@azsolutio.com.br;0733-1215;12;2;2025
BRASIL;BANDEIRANTES DEICMAR LOGÍSTICA INTEGRADA LTDA;58188756000196;Avenida Ana Costa, Nº 228, Sala 61 a 65;Santos;SP;11060000;juridico@band-deicmar.com.br;0105-0805;4;24;2035
BRASIL;ALPHA NAVAL LTDA;57027142000160; AL ARMENIO MENDES, 66 ;Santos;SP;11035260;ops@alphanaval.com.br;1526-1225;12;19;2035
BRASIL;AMA TRANSPORTES LTDA;29551937000137; Avenida Ana Costa, nº 151, sala 33;Santos;SP;11060001;contato@amalog.com.br;1476-0225;2;27;2035
BRASIL;MAXIMUNDI IMPORTAÇÃO E EXPORTAÇÃO LTDA.;16868113000143;Avenida Senador Feijo, nº 686;Santos;SP;11015504;GERENCIA@MAXIMUNDI.COM;1497-0525;5;13;2035
BRASIL;ES COMÉRCIO EXTERIOR LTDA;47469147000199;Avenida Ana Costa, 228, Conjuntos 82 e 83;Santos;SP;11060000;evandro@eslogistics.com.br;1490-0425;4;24;2035
BRASIL;WINGS TRANSPORTES BRASIL LTDA;36440199000116;AVENIDA SENADOR FEIJO, 686 - CONJ 602;Santos;SP;11015504;fran.vital@wingst.com.br;1488-0425;4;22;2035
BRASIL;Winlogis Gestão Logistica Ltda;16585219000130;AV. SENADOR FEIJO 14 CONJUNTO 81 - CENTRO;Santos;SP;11015500;martinsassessoria@uol.com.br;0928-0918;9;3;2028
BRASIL;W.B.I. Log Transportes Ltda;10674744000145;Rua Dr. Manoel Tourinho, nº 100 - Macuco;Santos;SP;11015030;operacional@wbilog.com.br;0817-0117;1;11;2027
BRASIL;Abc Cargas Ltda;1703312000124;Estrada dos Casa, nº 2599 - bairro Dos Casa;São Bernardo do Campo;SP;9840000;danilo.guedes@abcilog.com.br;0035-0405;4;6;2015
BRASIL;Jat Transportes E Logística S.A;3349915000103;RUA JOÃO AZEVEDO MARQUES, Nº 224 - BAIRRO JARDIM TRÊS MARIAS.;São Bernardo do Campo;SP;9750030;lucaspatrus@grupojat.com.br;0640-0914;9;10;2024
BRASIL;Jat Transportes E Logística S.A;3349915000103;RUA JOÃO AZEVEDO MARQUES, Nº 224 - BAIRRO JARDIM TRÊS MARIAS.;São Bernardo do Campo;SP;9750030; financeirobh@grupojat.com.br;0640-0914;9;10;2024
BRASIL;Inteligência Logistica Ltda;4773469000114;RUA PRÍNCIPE HUMBERTO, Nº 510, LOJA 514, CENTRO;São Bernardo do Campo;SP;9725200;gustavoskiadv@outlook.com;1455-1224;12;9;2034
BRASIL;Jose Jadinilson Florencio Transportes Em Geral Ltda;18368389000198;R GUILHERME DE ALMEIDA, 543 - JARDIM ORLANDINA;São Bernardo do Campo;SP;9632050;comercial@transchautransportes.com.br;1223-0222;2;7;2032
BRASIL;Go Log Transportes Eireli - Epp;17848915000154;Av. São Paulo, nº 400, Jordanóplis;São Bernardo do Campo;SP;9892330;conceicao@gologtrans.com.br;0855-0817;8;22;2027
BRASIL;Fks Logsitics Ltda;17353801000133;RUA JOSÉ VERSOLATO, Nº 111, BLOCO A,  SALA 102 - CENTRO;São Bernardo do Campo;SP;9750730;franciely.azzolini@fkslogisticis.com.br;1042-1119;11;26;2029
BRASIL;Fita Azul Transportes E Logística Ltda;22507975000143;RUA TIETE, Nº 189 - RUDGE RAMOS;São Bernardo do Campo;SP;9615000;;1433-0724;7;18;2034
BRASIL;Tegma Gestão Logística S.A.;2351144000118;AV.  NICOLA DEMARCHI, 2000 - BAIRRO DEMARCHI;São Bernardo do Campo;SP;9820655;ect_ged@tegma.com.br;0389-0610;8;3;2030
BRASIL;Tl Transportes Expressos De Cargas Ltda;2767766000121;Rua Oswaldo Cruz, nº 50 - Vila Jordanopolis;São Bernardo do Campo;SP;9892250;kleber.legalizacao@paulicon.com.br;0916-0818;8;13;2028
BRASIL;Tomé Engenharia E Transporte Ltda.;44384832000100;Avenida José Odorizzi, nº 900 - Bairro Assunção;São Bernardo do Campo;SP;9810900;sidney@tome.com.br;0085-0605;6;22;2015
BRASIL;Tomé Equipamentos E Transportes Ltda;44384832000124;Av. José Odorizzi, 900 - Bairro Assunção;São Bernardo do Campo;SP;9810900;sidnei@tome.com.br;1296-0922;9;29;2032
BRASIL;Sada Transportes E Armazenagens Ltda;19199348000188;Estrada dos Alvarengas, nº 4018 - Assunção;São Bernardo do Campo;SP;9850550;NOELMA.GOMES@BRAZUL.COM.BR;0107-0805;11;6;2034
BRASIL;Sada Transportes E Armazenagens Ltda;19199348000188;Estrada dos Alvarengas, nº 4018 - Assunção;São Bernardo do Campo;SP;9850550;CAMILA.SILVA@BRAZUL.COM.BR;0107-0805;11;6;2034
BRASIL;Transportes Furlong Do Brasil S/A;67599878000166;Av. Maria Servidei Demarchi, 1826 - Bairro Demarchi;São Bernardo do Campo;SP;9820000;anapaula.petruske@furlong.com.br;0077-0605;8;23;2029
BRASIL;Piquetur Log Logistica E Transporte Ltda;4045101000130;Avenida Lauro Gomes, nº 1.200 - Rudger Ramos;São Bernardo do Campo;SP;9635010;financeiro1@piquetur.com.br;0617-0514;5;22;2024
BRASIL;Lachmann Terminais Ltda;21613553000190;Estrada Assumpta Sabatini Rossi, nº 920 - Batistini;São Bernardo do Campo;SP;9842000;juridico@lachmann.com.br;0896-0418;4;4;2028
BRASIL;Shipmasters International Freight Agenciamento De Frete Ltda;22677138000162;AL CAULIM 115  CONJ 307 E 308 EDIF TORRE GATE;São Caetano do Sul;SP;9531195;marcio.oliveira@ship-masters.com;1427-0624;6;19;2034
BRASIL;Temp Transporte E Distribuição Ltda;66764457000180;RUA MAJOR CARLOS DEL PRETE, 724 - CENTRO;São Caetano do Sul;SP;9530000;carlos.buran@templog.net;0344-0909;12;24;2031
BRASIL;Birktrans Logística E Despachos Ltda.;9296130000198;Rua Pernambuco, nº 425, 1º andar, Conj. 14 - Centro;São Caetano do Sul;SP;9521140;felipe.sao@birktrans.com.br;0334-0509;5;23;2032
BRASIL;V-Log Transportes E Logística Ltda;24108379000116;Rua Rafael Corrêa Sampaio, nº 1167 - Santa Paula;São Caetano do Sul;SP;9541250;michael.jones@v-logtrans.com;0792-0816;8;18;2026
BRASIL;Itamarati Express Transporte De Cargas E Encomendas Ltda;5397031000141;AV. TARRAF, 2710 SALA 4 - BAIRRO - JARDIM ANICE;São José do Rio Preto;SP;15057430; prado@expressoitamarati.com.br;1112-0920;9;21;2030
BRASIL;Audaz Global Logistica Ltda;29473259000131;Rua Benedito Osvaldo Lecques, 51 - Sala 1406;São José dos Campos;SP;12246021;daniel@audazglobal.com;1241-0422;4;20;2032
BRASIL;Translogmed Transportes Ltda;10466633000143;RUA ROMUALDO DAVOLI Nº 131 -  ELDORADO;São José dos Campos;SP;12238577;juridico@logmed.net;1034-1119;11;8;2029
BRASIL;Logmed Armazenagem E Logística Ltda;9303268000177;RUA DIONIZIO CHINELATO, 100 -  ELDORADO;São José dos Campos;SP;12238578;juridico@logmed.net;1032-1119;11;6;2029
BRASIL;Omega Air Cargo Ltda.;2113305000135;Av. Sebastião Henrique da Cunha Pontes, 8.500 - Chácaras Reunidas;São José dos Campos;SP;12238365;nelson.machado@omegacargo.com.br;0131-1005;10;13;2015
BRASIL;Oc Logistics Brazil Ltda;29652717000108;RUA CORIOLANO Nº 1897 - SALA 01 - VILA ROMANA;São Paulo;SP;5047002;INFO@OCLOGISTICS.COM.BR;1113-0920;9;21;2030
BRASIL;Ocean Network Express (Latin America) Agência Marítima Ltda;28689596000106;Avenida Paulista, nº 283, 8º andar - Bela Vista;São Paulo;SP;1311000;peter.duifhuizen@one-line.com;0909-0718;7;10;2028
BRASIL;Penske Logistics Do Brasil Ltda;65849838000108;Avenida das Nações Unidas, 11.541 - 17º andar - Conjuntos 171 e 172;São Paulo;SP;4578000;terezinha.ueda@penske.com;0745-0316;3;22;2026
BRASIL;National Freight Transportes Internacionais Ltda.;74357757000173;  Rua Doutor Thirso Martins, 100 – Conjunto 408 – Vila Mariana;São Paulo;SP;4120050;anaquirino@nationalfreight.com.br;0341-0809;8;4;2019
BRASIL;New Expo Organização Logística Ltda;33692342000179;RUA APENINOS  429, - CONJUNTO 1016, 10º ANDAR, ACLIMAÇÃO;São Paulo;SP;1533000;edson@newexpo.com.br;1397-0124;1;15;2034
BRASIL;Nexus Logística E Transportes Ltda;8205713000101;Rua Doutor Edgard Theotonio Santana, nº 158 - Parque Industrial Thomas Edson;São Paulo;SP;1140030;paulo@nexuslog.com.br;0708-0915;9;10;2025
BRASIL;Nippon Express Do Brasil Transportes Internacionais Ltda;51595908000126;Rua Fortaleza, nº 53 - Bela Vista;São Paulo;SP;1325010;administracao@nittsu.com.br;0936-0918;9;21;2028
BRASIL;Núcleo Soluções Logística Ltda;7725533000180;Rua Quariteré nº127 - Parque de Móoca;São Paulo;SP;3127050;IRANY@NUCLEOLOGISTICA.COM.BR;0487-0512;5;2;2022
BRASIL;Nuno Ferreira Cargas Internacionais Ltda.;56277197000165;Rua Professor Ernest Marcus nº. 36, lote 10, quadra 01 - Pacaembu;São Paulo;SP;1246080;info@nunoferreira.com.br;0226-0107;7;28;2030
BRASIL;Nyk Line Do Brasil Limitada;4658184000132;Av. Paulista , 854 17º andar Bela Vista;São Paulo;SP;1310913;claims@nykline.com.br;0381-0510;5;10;2020
BRASIL;Nyk Line Do Brasil Limitada;4658184000132;Av. Paulista , 854 17º andar Bela Vista;São Paulo;SP;1310913; sszadm@nykline.com.br;0381-0510;5;10;2020
BRASIL;Novaagri  Infra-Estrutura De Armazenagem E Escoamento Agrícola S.A.;9077252000193;RUA FIDÊNCIO RAMOS 213 3º ANDAR CONJUNTO 31 VILA OLÍMPIA;São Paulo;SP;4551010;MARCUS.MENOITA@novaagri.com.br;0496-0712;7;16;2022
BRASIL;Norcoast Logística S.A.;49009424000106;AV. DAS NAÇÕES UNIDAS Nº 14261 - ED. TORRE A - ANDARES 5, 6 E 7 - CONJUNTO 501A, 601A, 701A E 801A - BROOKLIN PAULISTA;São Paulo;SP;4578000;GUSTAVO.PASCHOA@NORSUL.COM;1351-0523;5;19;2033
BRASIL;Piquetur Passagens E Turismo Ltda;59460592000177;Avenida Lucas Nogueira Garcez nº 578 - Jardim Mar - São Bernardo do Campo;São Paulo;SP;9750660;finaceiro1@piquetur.com.br;0622-0614;6;20;2024
BRASIL;POLIVIAS S/A TRANSPORTES E SERVIÇOS;53611828000142;Avenida Moema, nº 87 - Bloco A, Conjunto 143;São Paulo;SP;4077020;cassio@polivias.com.br;0075-0605;5;12;2035
BRASIL;POLIVIAS S/A TRANSPORTES E SERVIÇOS;53611828000142;Avenida Moema, nº 87 - Bloco A, Conjunto 143;São Paulo;SP;4077020; dionerios@gmail.com;0075-0605;5;12;2035
BRASIL;POLIVIAS S/A TRANSPORTES E SERVIÇOS;53611828000142;Avenida Moema, nº 87 - Bloco A, Conjunto 143;São Paulo;SP;4077020;elaine.teixeira@polivias.com.br;0075-0605;5;12;2035
BRASIL;Prestex Encomendas Expressas Ltda;5556159000372;AV. PEDRO BUENO, Nº 1542 - JABAQUARA;São Paulo;SP;4342001;gustavoskiadv@gmail.com;0505-0812;2;21;2032
BRASIL;Prosperity Cargo Management Logística Ltda;9352852000112;Rua Claudino Pinto, 156 - Brás;São Paulo;SP;3040040;mark@pcmcargo.com.br;1012-0819;8;27;2029
BRASIL;Rc Transportes Ltda;4409228000190;AV RIO BONITO, Nº 1522 - VILA FRIBURGO;São Paulo;SP;4776002;juridico@ebpocontabil.com.br;1272-0622;6;27;2032
BRASIL;Rcinco Transportes Ltda;19080345000120;AV DO RIO BONITO, Nº 1520/1526/1530 - VILA FRIBURGO;São Paulo;SP;4776002;juridico@ebpocontabil.com.br;1271-0622;6;27;2032
BRASIL;QUANTIQ DISTRIBUIDORA LTDA;62227509000129;AVENIDA REBOUÇAS, Nº 2516;São Paulo;SP;5402400;jas@zradv.com.br;1024-1019;10;7;2029
BRASIL;QUANTIQ DISTRIBUIDORA LTDA;62227509000129;AVENIDA REBOUÇAS, Nº 2516;São Paulo;SP;5402400;cadastro@caldic.com;1024-1019;10;7;2029
BRASIL;Rf Log - Express Transportes - Eireli - Me;19138649000100;Rua Lucila, nº 133 - Fundos - Vila Baruel;São Paulo;SP;2522090;faturamento@rflog.com.br;0809-1216;12;1;2026
BRASIL;Rendar Locações E Logística Ltda - Me;23661517000127;Rua Senador Carlos Teixeira de Carvalho, nº 505 - sala 01;São Paulo;SP;1535010;silviadalo@hotmail.com;0748-0416;4;4;2026
BRASIL;Red Cargas Logísticas Ltda;12525609000163;Rua Palacete das Águias, nº 247 - Vila Alexandrina;São Paulo;SP;4635021;olga@redcargas.com.br;0894-0318;3;29;2028
BRASIL;Red Cargas Logísticas Ltda;12525609000163;Rua Palacete das Águias, nº 247 - Vila Alexandrina;São Paulo;SP;4635021; financeiro@redcargas.com;0894-0318;3;29;2028
BRASIL;Ricardo Domingues Da Silva Eireli;24197753000105;RUA AURORA, Nº 151;São Paulo;SP;4753040;gustavoski@outlook.com;1198-1021;10;22;2031
BRASIL;Logwin Air + Ocean Brazil Logística E Despacho Ltda;45541539000196;Rua Vieira de Moraes, nº 670/674 - Campo Belo;São Paulo;SP;4617001;theo.boesch@logwin-logistics.com;0052-0505;10;3;2035
BRASIL;Logwin Air + Ocean Brazil Logística E Despacho Ltda;45541539000196;Rua Vieira de Moraes, nº 670/674 - Campo Belo;São Paulo;SP;4617001;fabricio.liza@logwin-logistics.com;0052-0505;10;3;2035
BRASIL;M.C.R Fantin Logística Ltda;5336613000118;AV. JOÃO BATISTA MEDINA 176 - SALA 02 - CENTRO EMBU DAS ARTES;São Paulo;SP;6803447;FACILITIES@MCRFANTIN.COM.BR;1093-0720;7;17;2030
BRASIL;Ma Comércio Exterior Ltda - Epp;16613243000135;RUA SÃO BENTO, 279 - 9º ANDAR - CONJ.. 910 - CENTRO;São Paulo;SP;1011000;marcoantonio@macomercioexterior.com.br;0564-0713;7;8;2023
BRASIL;Mac Cargo Do Brasil Ltda;3051284000133;Rua Dr. Tirso Martins, 44, 4º andar – Vila Mariana;São Paulo;SP;4020050;ebarros@maclogistic.com;0358-1009;8;28;2019
BRASIL;Mac Cargo Do Brasil Ltda;3051284000133;Rua Dr. Tirso Martins, 44, 4º andar – Vila Mariana;São Paulo;SP;4020050; jcosta@maclogistica.com;0358-1009;8;28;2019
BRASIL;L4B Logística Ltda;24217653000195;Rua Major Paladino, nº 128, galpão 13 e 14 - Vila Ribeiro de Barros;São Paulo;SP;5307000;financeiro@loggi.com;0931-0918;9;12;2028
BRASIL;Lac Worldwide Do Brasil Transportes Internacionais S.A.;8882133000140;Alameda dos Maracatins, 1217, sala 1012 - Indianópolis;São Paulo;SP;4089014;lg.avesani@lacww.com;1015-0919;9;5;2029
BRASIL;Libra Serviços De Navegação Ltda;42581413000157;Av. das Nações Unidas, nº 14261, Ala B, 28º andar, conj. B - Vila Gertrudes;São Paulo;SP;4794000;intimacoes@hlag.com;0006-0305;3;21;2035
BRASIL;Libra Terminais S/A;33813452000141;Av. Pres. Juscelino Kubtscheckert, n° 1455, 16º andar, Vila Nova Conceição;São Paulo;SP;4543011;grupolibra@grupolibra.com.br;0137-1005;10;25;2015
BRASIL;Localfrio S.A. Armazéns Gerais Frigoríficos;58317751000116;Avenida Francisco Matarazzo, nº 1400, CJ. 92 - Água Branca;São Paulo;SP;5001903;marcelo.fioretto@localfrio.com.br;0631-0714;7;23;2024
BRASIL;Mr Express Transportes Ltda;9538756000163;RUA PROFESSOR ULPIANO PINTO DE SOUZA Nº 148 - SALA 01 - JARDIM ANDARAÍ;São Paulo;SP;2167050;MONALISA.FERRARI@MREXPRESS.COM.BR;0994-0619;6;17;2029
BRASIL;Mol (Brasil) Ltda;69070092000182;Av. paulista 283, 14º andar - São Paulo - SP;São Paulo;SP;1311000;SERGIO.WATANABE@MOL-LINER.COM;0160-1205;12;28;2015
BRASIL;Moviis Soluções Em Transportes E Armazenagem Ltda;8333099000155;Rua Ezequiel Freire, nº 192, 14º andar, conj. 1408 - Santana;São Paulo;SP;2034000;renato.silva@efcargo.com.br;0788-0816;8;2;2026
BRASIL;Midia Transportes Ltda;67035584000101;Av. Jornalista Paulo Zingg - nº 301 - Jardim Jaraguá;São Paulo;SP;5157030;ediberto@midiatransportes.com.br;0644-1014;10;7;2024
BRASIL;Minicarga Serviços De Transportes Ltda;52214426000141;RUA CABO ROMEU CASAGRANDE, 555 - PARQUE NOVO MUNDO;São Paulo;SP;2180060;MINICARGA@MINICARGA.COM.BR;1119-1020;10;14;2030
BRASIL;Maia Logística Ltda;58192345000174;Av. Aratãs nº 1.104 - Planalto Paulista;São Paulo;SP;4081005;rogeriomaia@maialogistica.com.br;0188-0506;5;25;2016
BRASIL;Transdata Transportes Ltda;43053081000109;Rua Carmine Gaeta, 80 - Bairro Vila Guilherme;São Paulo;SP;2060100;operacional@transdata.com.br;0021-0305;7;8;2025
BRASIL;Tpl Provider Assessoria Em Comércio Exterior Ltda - Me;12236207000149;RUA MARTINS HEREDIA, Nº 113 - SALA 4 - VILA ALBERTINA;São Paulo;SP;2731040;adair@tplprovider.com.br;0619-0614;6;5;2024
BRASIL;Trans Model Transportes Urgentes Ltda;62131248000149;RUA SALVADOR RODRIGUES PRADO, Nº 200, AREA 01 - PARQUE NOVO MUNDO;São Paulo;SP;2190050;r.furtado@ativalog.com.br;1216-1221;12;30;2031
BRASIL;Transportes Della Volpe S A Comercio E Industria;61139432000172;AV. TENENTE AMARO FELICÍSSIMO DA SILVEIRA, S/N, COND ESQ RUA LÍDICE, Nº 22 - PARQUE NOVO MUNDO;São Paulo;SP;2177010;laisa.moura@dellavolpe.com.br;1218-0122;1;5;2032
BRASIL;Transportadora Route Vila Guilherme Ltda;39470857000100;RUA GAL SOCRATES, Nº 216, CONJ. 167 - PENHA DE FRANCA;São Paulo;SP;3632040;gustavoskiadv@outlook.com;1219-0122;1;5;2032
BRASIL;Transporte De Carga Biológica Express Ltda.;14068428000180;Rua Ourinhos, 395/401 - Vila Bertioga;São Paulo;SP;3186040;qualidade@biotransportes.com.br;0977-0419;4;18;2029
BRASIL;Transnet Logística E Transportes Ltda;1661806000193;Rua João Tibiriça, nº 958 - Vila Anastácio;São Paulo;SP;5077000;mgarcia@transnetlog.com.br;0951-1018;10;19;2028
BRASIL;Transitex Do Brasil Serviços De Logística Ltda;12002000000100;Av. Brigadeiro Luis Antônio, nº 2466, CJ 101, andar 10 e 11 - Jardim Paulista;São Paulo;SP;1402000;enrique@transitex.com.br;0732-1215;12;2;2025
BRASIL;Transportadora Lstv Eireli;7955244000177;RUA BARONESA DE BELA VISTA, Nº 122 - VILA CONGONHAS;São Paulo;SP;4612000;viviane@atentoexpress.com;1197-1021;10;15;2031
BRASIL;Transportadora Lstv Eireli;7955244000177;RUA BARONESA DE BELA VISTA, Nº 122 - VILA CONGONHAS;São Paulo;SP;4612000; vandilson@atentoexpress.com;1197-1021;10;15;2031
BRASIL;Transportadora Nasser Ltda;5075026000112;Rua Sassaki, nº 137 - Cidade Ademar;São Paulo;SP;4403000;ahmed@transportadoranasser.com.br;0716-1015;10;8;2025
BRASIL;Vettura Transportes Rodoviários Ltda;19040228000133;RUA SANTA CRUZ, Nº 2187, SALA 10 CXPST 923;São Paulo;SP;78746740;vanessa.bezerra@mafrotransportes.com.br;1390-1123;11;22;2033
BRASIL;Via Expressa Logística E Armazenagem Ltda;21197824000173;RUA DOZE DE SETEMBRO, Nº 1119 B - VILA GUILHERME;São Paulo;SP;2052001;gustavoskiadv@outlook.com;0779-0716;7;20;2026
BRASIL;Via Sul Logística Ltda - Epp;9288026000151;Rua Manoel de Carvalho nº. 24 – Piqueri;São Paulo;SP;2912020;comercial@viasullogistica.com.br;0302-0808;12;10;2028
BRASIL;Verko Logística Eireli;29794317000129;Alameda dos Nhambiquaras, nº 1500 - cj. 104 - Indianápolis;São Paulo;SP;4090003;cibele.toseli@grupoverko.com.br;0940-0918;9;26;2028
BRASIL;Velox Transportes Produtos E Servicos Ltda;14990752000151;RUA ALVARENGA PEIXOTO, Nº 384 - VILA ANASTÁCIO;São Paulo;SP;5095010;edson@grupoveloxtransportes.com.br;1229-0322;3;7;2032
BRASIL;Velozter Transportes Ltda;14536532000152;Rua Julio Parigot, 237 - Vila Antonieta;São Paulo;SP;3478007;gerencia@veloztertransportes.com.br;1293-0922;9;20;2032
